-1;0;-2;0;1;985995350
-1;0;-2;0;2;985995350
-1;0;-2;0;3;985995350
-1;0;-2;0;4;985995350
-1;0;-2;0;5;985995350
-1;0;-2;0;6;1086300619
-1;0;-2;0;7;1086300619
-1;0;-2;0;8;1086300619
-1;0;-2;0;9;1086300619
-1;0;-2;0;10;1086300619
-1;0;-2;0;11;1487395834
-1;0;-2;0;12;1487395834
-1;0;-2;0;13;1487395834
-1;0;-2;0;14;1487395834
-1;0;-2;0;15;1487395834
-1;0;-2;0;16;768791634
-1;0;-2;0;17;768791634
-1;0;-2;0;18;768791634
-1;0;-2;0;19;768791634
-1;0;-2;0;20;768791634
-1;0;-2;0;21;2289539570
-1;0;-2;0;22;2289539570
-1;0;-2;0;23;2289539570
-1;0;-2;0;24;2289539570
-1;0;-2;0;25;2289539570
-1;0;-2;0;26;3442651364
-1;0;-2;0;27;3442651364
-1;0;-2;0;28;3442651364
-1;0;-2;0;29;3442651364
-1;0;-2;0;30;3442651364
-1;0;-2;0;31;2089000446
-1;0;-2;0;32;2089000446
-1;0;-2;0;33;2089000446
-1;0;-2;0;34;2089000446
-1;0;-2;0;35;2089000446
-1;0;-2;0;36;2991415170
-1;0;-2;0;37;2991415170
-1;0;-2;0;38;2991415170
-1;0;-2;0;39;2991415170
-1;0;-2;0;40;2991415170
-1;0;-2;0;41;2807624282
-1;0;-2;0;42;2807624282
-1;0;-2;0;43;2807624282
-1;0;-2;0;44;2807624282
-1;0;-2;0;45;2807624282
-1;0;-2;0;46;818924828
-1;0;-2;0;47;818924828
-1;0;-2;0;48;818924828
-1;0;-2;0;49;818924828
-1;0;-2;0;50;818924828
-1;0;-2;0;51;1036149801
-1;0;-2;0;52;1036149801
-1;0;-2;0;53;1036149801
-1;0;-2;0;54;1036149801
-1;0;-2;0;55;1036149801
-1;0;-2;0;56;1520805256
-1;0;-2;0;57;1520805256
-1;0;-2;0;58;1520805256
-1;0;-2;0;59;1520805256
-1;0;-2;0;60;1520805256
-1;0;-2;0;61;818904300
-1;0;-2;0;62;818904300
-1;0;-2;0;63;818904300
-1;0;-2;0;64;818904300
-1;0;-2;0;65;818904300
-1;0;-2;0;66;50156013
-1;0;-2;0;67;50156013
-1;0;-2;0;68;50156013
-1;0;-2;0;69;50156013
-1;0;-2;0;70;50156013
-1;0;-2;0;71;869042031
-1;0;-2;0;72;869042031
-1;0;-2;0;73;869042031
-1;0;-2;0;74;869042031
-1;0;-2;0;75;869042031
-1;0;-2;0;76;3175284150
-1;0;-2;0;77;3175284150
-1;0;-2;0;78;3175284150
-1;0;-2;0;79;3175284150
-1;0;-2;0;80;3175284150
-1;0;-2;0;81;3108408886
-1;0;-2;0;82;3108408886
-1;0;-2;0;83;3108408886
-1;0;-2;0;84;3108408886
-1;0;-2;0;85;3108408886
-1;0;-2;0;86;3693319167
-1;0;-2;0;87;3693319167
-1;0;-2;0;88;3693319167
-1;0;-2;0;89;3693319167
-1;0;-2;0;90;3693319167
-1;0;-2;0;91;4111097585
-1;0;-2;0;92;4111097585
-1;0;-2;0;93;4111097585
-1;0;-2;0;94;4111097585
-1;0;-2;0;95;4111097585
-1;0;-2;0;96;1921892104
-1;0;-2;0;97;1921892104
-1;0;-2;0;98;1921892104
-1;0;-2;0;99;1921892104
-1;0;-2;0;100;1921892104
-1;0;-2;0;101;3676602734
-1;0;-2;0;102;3676602734
-1;0;-2;0;103;3676602734
-1;0;-2;0;104;3676602734
-1;0;-2;0;105;3676602734
-1;0;-2;0;106;1420553253
-1;0;-2;0;107;1420553253
-1;0;-2;0;108;1420553253
-1;0;-2;0;109;1420553253
-1;0;-2;0;110;1420553253
-1;0;-2;0;111;501367551
-1;0;-2;0;112;501367551
-1;0;-2;0;113;501367551
-1;0;-2;0;114;501367551
-1;0;-2;0;115;501367551
